appkey,appid,itemcode,itemdesc,addtime
RPT2,2955,EQUI,EQUIPMENT VIOLATION,1/7/2018 3:19
RPT3,2955,VEH,VEHICLE,1/7/2018 3:19
RPT3,2955,PER,PERSON,1/7/2018 3:19
RPT4,2955,PROB,PROBABLE CAUSE,1/7/2018 3:19
RPT5,2955,DRU,DRUGS,1/7/2018 3:19
RPT5,2955,OTH,OTHER EVIDENCE,1/7/2018 3:19
RPT5,2955,STO,STOLEN PROPERTY,1/7/2018 3:19
RPT6,2955,ARR,ARREST,1/7/2018 3:19
RPT1,2956,PED,PEDESTRIAN,1/7/2018 4:59
RPT2,2956,SUSP,SUSPICIOUS,1/7/2018 4:59
RPT3,2956,*NO,*NO SEARCH,1/7/2018 4:59
RPT6,2956,NO,NO ACTION,1/7/2018 4:59
RPT7,2956,NO,NOT CHARGED,1/7/2018 5:00
RPT1,2957,VEH,VEHICLE,1/7/2018 5:16
RPT2,2957,EQUI,EQUIPMENT VIOLATION,1/7/2018 5:16
RPT3,2957,*NO,*NO SEARCH,1/7/2018 5:16
RPT6,2957,FC,FIELD CONTACT,1/7/2018 5:16
RPT6,2957,WAR,WARNING,1/7/2018 5:16
RPT7,2957,NO,NOT CHARGED,1/7/2018 5:17
RPT1,2958,PED,PEDESTRIAN,1/7/2018 5:19
RPT2,2958,MUNI,MUNICIPAL VIOLATION,1/7/2018 5:19
RPT3,2958,PER,PERSON,1/7/2018 5:20
RPT4,2958,INCI,INCIDENT TO ARREST,1/7/2018 5:20
RPT5,2958,NOT,NOTHING SEIZED,1/7/2018 5:20
RPT6,2958,ARR,ARREST,1/7/2018 5:20
RPT7,2958,MISD,MISDEMEANOR,1/7/2018 5:20
RPT1,2959,PED,PEDESTRIAN,1/7/2018 5:18
RPT2,2959,MUNI,MUNICIPAL VIOLATION,1/7/2018 5:18
RPT3,2959,*NO,*NO SEARCH,1/7/2018 5:18
RPT6,2959,FC,FIELD CONTACT,1/7/2018 5:19
RPT6,2959,WAR,WARNING,1/7/2018 5:19
RPT7,2959,NO,NOT CHARGED,1/7/2018 5:19
RPT1,2960,VEH,VEHICLE,1/7/2018 5:24
RPT2,2960,EQUI,EQUIPMENT VIOLATION,1/7/2018 5:24
RPT3,2960,*NO,*NO SEARCH,1/7/2018 5:24
RPT6,2960,CIT,CITATION,1/7/2018 5:24
RPT7,2960,TRAF,TRAFFIC,1/7/2018 5:25
RPT1,2961,VEH,VEHICLE,1/7/2018 5:26
RPT2,2961,EQUI,EQUIPMENT VIOLATION,1/7/2018 5:27
RPT3,2961,*NO,*NO SEARCH,1/7/2018 5:27
RPT6,2961,WAR,WARNING,1/7/2018 5:27
RPT7,2961,NO,NOT CHARGED,1/7/2018 5:27
RPT1,2962,PED,PEDESTRIAN,1/7/2018 7:29
RPT2,2962,MUNI,MUNICIPAL VIOLATION,1/7/2018 7:29
RPT6,2962,ARR,ARREST,1/7/2018 7:29
RPT7,2962,WARR,WARRANT,1/7/2018 7:30
RPT1,2963,PED,PEDESTRIAN,1/7/2018 7:31
RPT2,2963,MUNI,MUNICIPAL VIOLATION,1/7/2018 7:31
RPT6,2963,ARR,ARREST,1/7/2018 7:31
RPT7,2963,WARR,WARRANT,1/7/2018 7:31
RPT1,2964,PED,PEDESTRIAN,1/7/2018 7:32
RPT2,2964,MUNI,MUNICIPAL VIOLATION,1/7/2018 7:32
RPT6,2964,WAR,WARNING,1/7/2018 7:32
RPT1,2965,VEH,VEHICLE,1/7/2018 15:15
RPT2,2965,SPEE,TRAFFIC-SPEEDING,1/7/2018 15:15
RPT3,2965,*NO,*NO SEARCH,1/7/2018 15:15
RPT6,2965,CIT,CITATION,1/7/2018 15:15
RPT7,2965,TRAF,TRAFFIC,1/7/2018 15:15
RPT1,2966,PED,PEDESTRIAN,1/7/2018 15:16
RPT2,2966,SUSP,SUSPICIOUS,1/7/2018 15:16
RPT3,2966,*NO,*NO SEARCH,1/7/2018 15:16
RPT6,2966,NO,NO ACTION,1/7/2018 15:16
RPT7,2966,NO,NOT CHARGED,1/7/2018 15:16
RPT1,2967,VEH,VEHICLE,1/7/2018 11:22
RPT2,2967,EQUI,EQUIPMENT VIOLATION,1/7/2018 11:22
RPT3,2967,*NO,*NO SEARCH,1/7/2018 11:22
RPT6,2967,CIT,CITATION,1/7/2018 11:22
RPT7,2967,TRAF,TRAFFIC,1/7/2018 11:22
RPT1,2968,VEH,VEHICLE,1/7/2018 11:51
RPT2,2968,SPEE,TRAFFIC-SPEEDING,1/7/2018 11:51
RPT3,2968,*NO,*NO SEARCH,1/7/2018 11:51
RPT6,2968,CIT,CITATION,1/7/2018 11:51
RPT7,2968,TRAF,TRAFFIC,1/7/2018 11:51
RPT1,2969,VEH,VEHICLE,1/7/2018 12:18
RPT2,2969,SPEE,TRAFFIC-SPEEDING,1/7/2018 12:18
RPT3,2969,*NO,*NO SEARCH,1/7/2018 12:18
RPT6,2969,CIT,CITATION,1/7/2018 12:18
RPT7,2969,TRAF,TRAFFIC,1/7/2018 12:18
RPT1,2970,VEH,VEHICLE,1/7/2018 12:51
RPT2,2970,MUNI,MUNICIPAL VIOLATION,1/7/2018 12:51
RPT3,2970,*NO,*NO SEARCH,1/7/2018 12:51
RPT6,2970,CIT,CITATION,1/7/2018 12:52
RPT7,2970,MUNI,MUNICIPAL,1/7/2018 12:52
RPT1,2971,VEH,VEHICLE,1/7/2018 23:50
RPT2,2971,MUNI,MUNICIPAL VIOLATION,1/7/2018 23:50
RPT3,2971,*NO,*NO SEARCH,1/7/2018 23:50
RPT6,2971,WAR,WARNING,1/7/2018 23:50
RPT5,2971,NOT,NOTHING SEIZED,1/7/2018 23:50
RPT1,2972,PED,PEDESTRIAN,1/8/2018 2:24
RPT2,2972,SUSP,SUSPICIOUS,1/8/2018 2:24
RPT3,2972,*NO,*NO SEARCH,1/8/2018 2:24
RPT6,2972,WAR,WARNING,1/8/2018 2:25
RPT1,2973,VEH,VEHICLE,1/8/2018 3:27
RPT2,2973,EQUI,EQUIPMENT VIOLATION,1/8/2018 3:27
RPT3,2973,*NO,*NO SEARCH,1/8/2018 3:27
RPT5,2973,NOT,NOTHING SEIZED,1/8/2018 3:27
RPT6,2973,WAR,WARNING,1/8/2018 3:28
RPT7,2973,NO,NOT CHARGED,1/8/2018 3:28
RPT1,2974,VEH,VEHICLE,1/8/2018 5:31
RPT2,2974,EQUI,EQUIPMENT VIOLATION,1/8/2018 5:31
RPT3,2974,*NO,*NO SEARCH,1/8/2018 5:31
RPT5,2974,NOT,NOTHING SEIZED,1/8/2018 5:31
RPT6,2974,WAR,WARNING,1/8/2018 5:31
RPT7,2974,NO,NOT CHARGED,1/8/2018 5:31
RPT1,2975,VEH,VEHICLE,1/8/2018 8:12
RPT2,2975,SPEE,TRAFFIC-SPEEDING,1/8/2018 8:12
RPT3,2975,*NO,*NO SEARCH,1/8/2018 8:12
RPT6,2975,CIT,CITATION,1/8/2018 8:12
RPT7,2975,TRAF,TRAFFIC,1/8/2018 8:12
RPT1,2976,PED,PEDESTRIAN,1/8/2018 8:37
RPT2,2976,MUNI,MUNICIPAL VIOLATION,1/8/2018 8:37
RPT6,2976,WAR,WARNING,1/8/2018 8:37
RPT1,2977,PED,PEDESTRIAN,1/8/2018 15:22
RPT2,2977,MUNI,MUNICIPAL VIOLATION,1/8/2018 15:22
RPT6,2977,CIT,CITATION,1/8/2018 15:22
RPT7,2977,MUNI,MUNICIPAL,1/8/2018 15:23
RPT1,2978,VEH,VEHICLE,1/8/2018 15:24
RPT2,2978,MUNI,MUNICIPAL VIOLATION,1/8/2018 15:24
RPT6,2978,CIT,CITATION,1/8/2018 15:24
RPT7,2978,MUNI,MUNICIPAL,1/8/2018 15:24
RPT1,2979,VEH,VEHICLE,1/8/2018 17:03
RPT2,2979,SPEE,TRAFFIC-SPEEDING,1/8/2018 17:03
RPT3,2979,*NO,*NO SEARCH,1/8/2018 17:03
RPT6,2979,CIT,CITATION,1/8/2018 17:03
RPT7,2979,TRAF,TRAFFIC,1/8/2018 17:03
RPT1,2980,VEH,VEHICLE,1/8/2018 17:04
RPT2,2980,SPEE,TRAFFIC-SPEEDING,1/8/2018 17:04
RPT3,2980,*NO,*NO SEARCH,1/8/2018 17:04
RPT6,2980,CIT,CITATION,1/8/2018 17:04
RPT7,2980,TRAF,TRAFFIC,1/8/2018 17:04
RPT1,2981,VEH,VEHICLE,1/8/2018 17:56
RPT2,2981,SPEE,TRAFFIC-SPEEDING,1/8/2018 17:56
RPT3,2981,DRIV,DRIVER,1/8/2018 17:56
RPT4,2981,INCI,INCIDENT TO ARREST,1/8/2018 17:56
RPT5,2981,NOT,NOTHING SEIZED,1/8/2018 17:56
RPT6,2981,ARR,ARREST,1/8/2018 17:56
RPT6,2981,CIT,CITATION,1/8/2018 17:56
RPT7,2981,FEL,FELONY,1/8/2018 17:57
RPT7,2981,MISD,MISDEMEANOR,1/8/2018 17:57
RPT7,2981,TRAF,TRAFFIC,1/8/2018 17:57
RPT7,2981,WARR,WARRANT,1/8/2018 17:57
RPT1,2982,VEH,VEHICLE,1/8/2018 20:22
RPT2,2982,MUNI,MUNICIPAL VIOLATION,1/8/2018 20:22
RPT3,2982,*NO,*NO SEARCH,1/8/2018 20:22
RPT6,2982,WAR,WARNING,1/8/2018 20:22
RPT1,2983,VEH,VEHICLE,1/8/2018 20:24
RPT2,2983,MUNI,MUNICIPAL VIOLATION,1/8/2018 20:24
RPT3,2983,*NO,*NO SEARCH,1/8/2018 20:24
RPT6,2983,WAR,WARNING,1/8/2018 20:24
RPT1,2984,VEH,VEHICLE,1/9/2018 0:33
RPT2,2984,STAT,STATE VIOLATION,1/9/2018 0:33
RPT3,2984,*NO,*NO SEARCH,1/9/2018 0:33
RPT6,2984,WAR,WARNING,1/9/2018 0:33
RPT1,2985,VEH,VEHICLE,1/9/2018 0:36
RPT2,2985,EQUI,EQUIPMENT VIOLATION,1/9/2018 0:36
RPT3,2985,*NO,*NO SEARCH,1/9/2018 0:36
RPT6,2985,WAR,WARNING,1/9/2018 0:37
RPT1,2986,VEH,VEHICLE,1/9/2018 3:01
RPT2,2986,MUNI,MUNICIPAL VIOLATION,1/9/2018 3:01
RPT3,2986,*NO,*NO SEARCH,1/9/2018 3:02
RPT6,2986,WAR,WARNING,1/9/2018 3:02
RPT7,2986,NO,NOT CHARGED,1/9/2018 3:02
RPT1,2987,VEH,VEHICLE,1/9/2018 9:18
RPT2,2987,EQUI,EQUIPMENT VIOLATION,1/9/2018 9:18
RPT3,2987,*NO,*NO SEARCH,1/9/2018 9:18
RPT6,2987,WAR,WARNING,1/9/2018 9:18
RPT7,2987,NO,NOT CHARGED,1/9/2018 9:18
RPT1,2988,VEH,VEHICLE,1/9/2018 9:19
RPT2,2988,RECK,TRAFFIC-RECKLESS/CARELESS,1/9/2018 9:19
RPT3,2988,*NO,*NO SEARCH,1/9/2018 9:19
RPT6,2988,WAR,WARNING,1/9/2018 9:19
RPT7,2988,NO,NOT CHARGED,1/9/2018 9:19
RPT1,2989,VEH,VEHICLE,1/9/2018 9:20
RPT2,2989,RECK,TRAFFIC-RECKLESS/CARELESS,1/9/2018 9:20
RPT3,2989,*NO,*NO SEARCH,1/9/2018 9:20
RPT6,2989,CIT,CITATION,1/9/2018 9:20
RPT7,2989,TRAF,TRAFFIC,1/9/2018 9:20
RPT1,2990,VEH,VEHICLE,1/9/2018 9:21
RPT2,2990,RECK,TRAFFIC-RECKLESS/CARELESS,1/9/2018 9:21
RPT3,2990,*NO,*NO SEARCH,1/9/2018 9:21
RPT6,2990,CIT,CITATION,1/9/2018 9:21
RPT7,2990,TRAF,TRAFFIC,1/9/2018 9:21
RPT3,2992,*NO,*NO SEARCH,1/9/2018 9:24
RPT6,2992,CIT,CITATION,1/9/2018 9:24
RPT7,2992,TRAF,TRAFFIC,1/9/2018 9:24
RPT1,2993,VEH,VEHICLE,1/9/2018 9:25
RPT2,2993,RECK,TRAFFIC-RECKLESS/CARELESS,1/9/2018 9:25
RPT3,2993,*NO,*NO SEARCH,1/9/2018 9:25
RPT6,2993,CIT,CITATION,1/9/2018 9:26
RPT7,2993,TRAF,TRAFFIC,1/9/2018 9:26
RPT1,2991,VEH,VEHICLE,1/9/2018 9:23
RPT2,2991,RECK,TRAFFIC-RECKLESS/CARELESS,1/9/2018 9:23
RPT3,2991,*NO,*NO SEARCH,1/9/2018 9:23
RPT6,2991,CIT,CITATION,1/9/2018 9:23
RPT7,2991,TRAF,TRAFFIC,1/9/2018 9:23
RPT1,2992,VEH,VEHICLE,1/9/2018 9:24
RPT2,2992,RECK,TRAFFIC-RECKLESS/CARELESS,1/9/2018 9:24
RPT1,2994,VEH,VEHICLE,1/9/2018 12:51
RPT2,2994,SPEE,TRAFFIC-SPEEDING,1/9/2018 12:51
RPT3,2994,*NO,*NO SEARCH,1/9/2018 12:51
RPT6,2994,CIT,CITATION,1/9/2018 12:51
RPT7,2994,TRAF,TRAFFIC,1/9/2018 12:51
RPT1,2995,VEH,VEHICLE,1/9/2018 12:52
RPT2,2995,SPEE,TRAFFIC-SPEEDING,1/9/2018 12:52
RPT3,2995,*NO,*NO SEARCH,1/9/2018 12:52
RPT6,2995,CIT,CITATION,1/9/2018 12:52
RPT7,2995,TRAF,TRAFFIC,1/9/2018 12:52
RPT1,2996,VEH,VEHICLE,1/9/2018 12:53
RPT2,2996,RECK,TRAFFIC-RECKLESS/CARELESS,1/9/2018 12:53
RPT3,2996,*NO,*NO SEARCH,1/9/2018 12:54
RPT6,2996,CIT,CITATION,1/9/2018 12:54
RPT7,2996,TRAF,TRAFFIC,1/9/2018 12:54
RPT1,2997,VEH,VEHICLE,1/9/2018 12:54
RPT2,2997,SPEE,TRAFFIC-SPEEDING,1/9/2018 12:55
RPT3,2997,*NO,*NO SEARCH,1/9/2018 12:55
RPT6,2997,CIT,CITATION,1/9/2018 12:55
RPT7,2997,TRAF,TRAFFIC,1/9/2018 12:55
RPT1,2998,VEH,VEHICLE,1/9/2018 12:56
RPT2,2998,SPEE,TRAFFIC-SPEEDING,1/9/2018 12:56
RPT3,2998,*NO,*NO SEARCH,1/9/2018 12:56
RPT6,2998,CIT,CITATION,1/9/2018 12:56
RPT7,2998,TRAF,TRAFFIC,1/9/2018 12:56
RPT1,2999,VEH,VEHICLE,1/9/2018 12:57
RPT2,2999,SPEE,TRAFFIC-SPEEDING,1/9/2018 12:57
RPT3,2999,*NO,*NO SEARCH,1/9/2018 12:57
RPT6,2999,CIT,CITATION,1/9/2018 12:57
RPT7,2999,TRAF,TRAFFIC,1/9/2018 12:57
RPT1,3000,VEH,VEHICLE,1/9/2018 13:37
RPT2,3000,RECK,TRAFFIC-RECKLESS/CARELESS,1/9/2018 13:37
RPT3,3000,*NO,*NO SEARCH,1/9/2018 13:37
RPT6,3000,CIT,CITATION,1/9/2018 13:37
RPT7,3000,TRAF,TRAFFIC,1/9/2018 13:37
RPT1,3001,PED,PEDESTRIAN,1/2/2018 10:26
RPT2,3001,MUNI,MUNICIPAL VIOLATION,1/2/2018 10:26
RPT6,3001,CIT,CITATION,1/2/2018 10:26
RPT7,3001,MUNI,MUNICIPAL,1/2/2018 10:26
RPT1,3002,PED,PEDESTRIAN,1/2/2018 10:30
RPT2,3002,MUNI,MUNICIPAL VIOLATION,1/2/2018 10:30
RPT6,3002,CIT,CITATION,1/2/2018 10:30
RPT7,3002,MUNI,MUNICIPAL,1/2/2018 10:30
RPT1,3003,PED,PEDESTRIAN,1/2/2018 10:31
RPT2,3003,MUNI,MUNICIPAL VIOLATION,1/2/2018 10:31
RPT6,3003,CIT,CITATION,1/2/2018 10:31
RPT7,3003,MUNI,MUNICIPAL,1/2/2018 10:31
RPT1,3004,VEH,VEHICLE,1/9/2018 9:40
RPT2,3004,SPEE,TRAFFIC-SPEEDING,1/9/2018 9:40
RPT3,3004,*NO,*NO SEARCH,1/9/2018 9:40
RPT6,3004,WAR,WARNING,1/9/2018 9:40
RPT1,3005,VEH,VEHICLE,1/9/2018 11:41
RPT2,3005,SPEE,TRAFFIC-SPEEDING,1/9/2018 11:41
RPT3,3005,*NO,*NO SEARCH,1/9/2018 11:41
RPT6,3005,WAR,WARNING,1/9/2018 11:41
RPT1,3006,VEH,VEHICLE,1/9/2018 12:06
RPT2,3006,SPEE,TRAFFIC-SPEEDING,1/9/2018 12:06
RPT3,3006,*NO,*NO SEARCH,1/9/2018 12:06
RPT6,3006,CIT,CITATION,1/9/2018 12:06
RPT7,3006,TRAF,TRAFFIC,1/9/2018 12:06
RPT1,3007,VEH,VEHICLE,1/9/2018 12:24
RPT2,3007,RECK,TRAFFIC-RECKLESS/CARELESS,1/9/2018 12:24
RPT3,3007,*NO,*NO SEARCH,1/9/2018 12:24
RPT6,3007,WAR,WARNING,1/9/2018 12:25
RPT1,3008,PED,PEDESTRIAN,1/10/2018 1:33
RPT2,3008,MUNI,MUNICIPAL VIOLATION,1/10/2018 1:33
RPT3,3008,*NO,*NO SEARCH,1/10/2018 1:34
RPT6,3008,CIT,CITATION,1/10/2018 1:34
RPT7,3008,MUNI,MUNICIPAL,1/10/2018 1:34
RPT1,3009,PED,PEDESTRIAN,1/10/2018 1:35
RPT2,3009,SUSP,SUSPICIOUS,1/10/2018 1:35
RPT3,3009,*NO,*NO SEARCH,1/10/2018 1:35
RPT6,3009,FC,FIELD CONTACT,1/10/2018 1:35
RPT1,3010,VEH,VEHICLE,1/10/2018 4:24
RPT2,3010,SPEE,TRAFFIC-SPEEDING,1/10/2018 4:24
RPT3,3010,*NO,*NO SEARCH,1/10/2018 4:24
RPT6,3010,CIT,CITATION,1/10/2018 4:24
RPT7,3010,TRAF,TRAFFIC,1/10/2018 4:25
RPT5,3012,NOT,NOTHING SEIZED,1/10/2018 10:13
RPT6,3012,CIT,CITATION,1/10/2018 10:13
RPT7,3012,TRAF,TRAFFIC,1/10/2018 10:13
RPT1,3011,VEH,VEHICLE,1/10/2018 10:12
RPT2,3011,SPEE,TRAFFIC-SPEEDING,1/10/2018 10:12
RPT3,3011,*NO,*NO SEARCH,1/10/2018 10:12
RPT5,3011,NOT,NOTHING SEIZED,1/10/2018 10:12
RPT6,3011,CIT,CITATION,1/10/2018 10:12
RPT7,3011,TRAF,TRAFFIC,1/10/2018 10:12
RPT1,3012,VEH,VEHICLE,1/10/2018 10:13
RPT2,3012,SPEE,TRAFFIC-SPEEDING,1/10/2018 10:13
RPT3,3012,*NO,*NO SEARCH,1/10/2018 10:13
RPT2,3014,EQUI,EQUIPMENT VIOLATION,1/10/2018 12:19
RPT3,3014,*NO,*NO SEARCH,1/10/2018 12:19
RPT6,3014,WAR,WARNING,1/10/2018 12:20
RPT1,3014,VEH,VEHICLE,1/10/2018 12:19
RPT1,3015,VEH,VEHICLE,1/10/2018 12:59
RPT2,3015,RECK,TRAFFIC-RECKLESS/CARELESS,1/10/2018 12:59
RPT3,3015,*NO,*NO SEARCH,1/10/2018 12:59
RPT6,3015,CIT,CITATION,1/10/2018 12:59
RPT7,3015,TRAF,TRAFFIC,1/10/2018 12:59
RPT1,3016,VEH,VEHICLE,1/10/2018 8:33
RPT2,3016,SPEE,TRAFFIC-SPEEDING,1/10/2018 8:33
RPT3,3016,*NO,*NO SEARCH,1/10/2018 8:33
RPT6,3016,CIT,CITATION,1/10/2018 8:34
RPT7,3016,TRAF,TRAFFIC,1/10/2018 8:34
RPT1,3017,VEH,VEHICLE,1/10/2018 11:27
RPT2,3017,MUNI,MUNICIPAL VIOLATION,1/10/2018 11:27
RPT3,3017,*NO,*NO SEARCH,1/10/2018 11:27
RPT6,3017,WAR,WARNING,1/10/2018 11:27
RPT1,3018,VEH,VEHICLE,1/10/2018 16:03
RPT2,3018,EQUI,EQUIPMENT VIOLATION,1/10/2018 16:08
RPT3,3018,*NO,*NO SEARCH,1/10/2018 16:08
RPT5,3018,NOT,NOTHING SEIZED,1/10/2018 16:08
RPT6,3018,CIT,CITATION,1/10/2018 16:09
RPT7,3018,TRAF,TRAFFIC,1/10/2018 16:09
RPT1,3019,VEH,VEHICLE,1/10/2018 19:13
RPT2,3019,RECK,TRAFFIC-RECKLESS/CARELESS,1/10/2018 19:14
RPT3,3019,*NO,*NO SEARCH,1/10/2018 19:14
RPT6,3019,WAR,WARNING,1/10/2018 19:14
RPT1,3020,PED,PEDESTRIAN,1/10/2018 19:52
RPT2,3020,MUNI,MUNICIPAL VIOLATION,1/10/2018 19:53
RPT6,3020,WAR,WARNING,1/10/2018 19:53
RPT1,3021,PED,PEDESTRIAN,1/10/2018 19:55
RPT2,3021,MUNI,MUNICIPAL VIOLATION,1/10/2018 19:55
RPT6,3021,WAR,WARNING,1/10/2018 19:55
RPT1,3022,VEH,VEHICLE,1/10/2018 21:55
RPT2,3022,STAT,STATE VIOLATION,1/10/2018 21:55
RPT3,3022,VEH,VEHICLE,1/10/2018 21:55
RPT4,3022,CON,CONSENT,1/10/2018 21:56
RPT6,3022,WAR,WARNING,1/10/2018 21:56
RPT1,3023,VEH,VEHICLE,1/10/2018 18:26
RPT2,3023,REDD,TRAFFIC-REDDI OBSERVED PC,1/10/2018 18:26
RPT3,3023,*NO,*NO SEARCH,1/10/2018 18:26
RPT5,3023,NOT,NOTHING SEIZED,1/10/2018 18:26
RPT6,3023,WAR,WARNING,1/10/2018 18:26
RPT1,3024,PED,PEDESTRIAN,1/11/2018 1:04
RPT2,3024,MUNI,MUNICIPAL VIOLATION,1/11/2018 1:04
RPT3,3024,*NO,*NO SEARCH,1/11/2018 1:04
RPT5,3024,NOT,NOTHING SEIZED,1/11/2018 1:04
RPT6,3024,WAR,WARNING,1/11/2018 1:04
RPT7,3024,NO,NOT CHARGED,1/11/2018 1:05
RPT1,3025,PED,PEDESTRIAN,1/11/2018 1:08
RPT2,3025,MUNI,MUNICIPAL VIOLATION,1/11/2018 1:08
RPT3,3025,*NO,*NO SEARCH,1/11/2018 1:08
RPT5,3025,NOT,NOTHING SEIZED,1/11/2018 1:08
RPT6,3025,WAR,WARNING,1/11/2018 1:08
RPT7,3025,NO,NOT CHARGED,1/11/2018 1:08
RPT1,3026,PED,PEDESTRIAN,1/11/2018 1:10
RPT2,3026,WELF,WELFARE CHECK,1/11/2018 1:10
RPT3,3026,*NO,*NO SEARCH,1/11/2018 1:10
RPT6,3026,NO,NO ACTION,1/11/2018 1:10
RPT1,3027,VEH,VEHICLE,1/11/2018 4:59
RPT2,3027,RECK,TRAFFIC-RECKLESS/CARELESS,1/11/2018 4:59
RPT3,3027,*NO,*NO SEARCH,1/11/2018 4:59
RPT6,3027,WAR,WARNING,1/11/2018 4:59
RPT1,3028,VEH,VEHICLE,1/11/2018 5:40
RPT2,3028,ROW,TRAFFIC-RIGHT OF WAY VIOLATION,1/11/2018 5:40
RPT6,3028,WAR,WARNING,1/11/2018 5:40
RPT1,3029,VEH,VEHICLE,1/11/2018 5:41
RPT2,3029,MUNI,MUNICIPAL VIOLATION,1/11/2018 5:41
RPT6,3029,WAR,WARNING,1/11/2018 5:42
RPT1,3030,PED,PEDESTRIAN,1/11/2018 5:43
RPT2,3030,SUSP,SUSPICIOUS,1/11/2018 5:43
RPT6,3030,NO,NO ACTION,1/11/2018 5:43
RPT1,3031,VEH,VEHICLE,1/11/2018 6:38
RPT2,3031,SUSP,SUSPICIOUS,1/11/2018 6:38
RPT2,3031,EQUI,EQUIPMENT VIOLATION,1/11/2018 6:38
RPT3,3031,VEH,VEHICLE,1/11/2018 6:38
RPT4,3031,CON,CONSENT,1/11/2018 6:38
RPT4,3031,PLAI,PLAIN VIEW,1/11/2018 6:38
RPT5,3031,NOT,NOTHING SEIZED,1/11/2018 6:39
RPT6,3031,WAR,WARNING,1/11/2018 6:39
RPT7,3031,NO,NOT CHARGED,1/11/2018 6:39
RPT1,3032,VEH,VEHICLE,1/11/2018 3:16
RPT2,3032,EQUI,EQUIPMENT VIOLATION,1/11/2018 3:16
RPT2,3032,SUSP,SUSPICIOUS,1/11/2018 3:16
RPT3,3032,PROP,PROPERTY,1/11/2018 3:16
RPT4,3032,CON,CONSENT,1/11/2018 3:17
RPT6,3032,FC,FIELD CONTACT,1/11/2018 3:17
RPT6,3032,WAR,WARNING,1/11/2018 3:17
RPT1,3033,VEH,VEHICLE,1/11/2018 8:48
RPT2,3033,SPEE,TRAFFIC-SPEEDING,1/11/2018 8:48
RPT3,3033,*NO,*NO SEARCH,1/11/2018 8:48
RPT5,3033,NOT,NOTHING SEIZED,1/11/2018 8:48
RPT6,3033,CIT,CITATION,1/11/2018 8:48
RPT7,3033,TRAF,TRAFFIC,1/11/2018 8:48
RPT1,3036,VEH,VEHICLE,1/11/2018 8:54
RPT2,3036,MUNI,MUNICIPAL VIOLATION,1/11/2018 8:54
RPT3,3036,*NO,*NO SEARCH,1/11/2018 8:54
RPT6,3036,WAR,WARNING,1/11/2018 8:54
RPT7,3036,NO,NOT CHARGED,1/11/2018 8:54
RPT1,3037,VEH,VEHICLE,1/11/2018 11:03
RPT2,3037,SPEE,TRAFFIC-SPEEDING,1/11/2018 11:04
RPT3,3037,*NO,*NO SEARCH,1/11/2018 11:04
RPT5,3037,NOT,NOTHING SEIZED,1/11/2018 11:04
RPT6,3037,CIT,CITATION,1/11/2018 11:04
RPT7,3037,TRAF,TRAFFIC,1/11/2018 11:04
RPT1,3038,VEH,VEHICLE,1/11/2018 11:30
RPT2,3038,ROW,TRAFFIC-RIGHT OF WAY VIOLATION,1/11/2018 11:30
RPT3,3038,*NO,*NO SEARCH,1/11/2018 11:30
RPT6,3038,WAR,WARNING,1/11/2018 11:30
RPT1,3039,VEH,VEHICLE,1/11/2018 11:31
RPT2,3039,SPEE,TRAFFIC-SPEEDING,1/11/2018 11:32
RPT3,3039,*NO,*NO SEARCH,1/11/2018 11:32
RPT6,3039,CIT,CITATION,1/11/2018 11:32
RPT1,3040,VEH,VEHICLE,1/11/2018 11:33
RPT2,3040,SPEE,TRAFFIC-SPEEDING,1/11/2018 11:33
RPT3,3040,*NO,*NO SEARCH,1/11/2018 11:33
RPT6,3040,CIT,CITATION,1/11/2018 11:33
RPT1,3041,VEH,VEHICLE,1/11/2018 12:21
RPT2,3041,SPEE,TRAFFIC-SPEEDING,1/11/2018 12:21
RPT3,3041,*NO,*NO SEARCH,1/11/2018 12:22
RPT6,3041,CIT,CITATION,1/11/2018 12:22
RPT7,3041,TRAF,TRAFFIC,1/11/2018 12:22
RPT1,3042,VEH,VEHICLE,1/11/2018 12:26
RPT2,3042,SPEE,TRAFFIC-SPEEDING,1/11/2018 12:26
RPT3,3042,*NO,*NO SEARCH,1/11/2018 12:26
RPT5,3042,NOT,NOTHING SEIZED,1/11/2018 12:27
RPT6,3042,CIT,CITATION,1/11/2018 12:27
RPT7,3042,TRAF,TRAFFIC,1/11/2018 12:27
RPT1,3043,VEH,VEHICLE,1/11/2018 12:46
RPT2,3043,SPEE,TRAFFIC-SPEEDING,1/11/2018 12:46
RPT3,3043,*NO,*NO SEARCH,1/11/2018 12:46
RPT6,3043,CIT,CITATION,1/11/2018 12:46
RPT7,3043,TRAF,TRAFFIC,1/11/2018 12:46
RPT1,3044,VEH,VEHICLE,1/11/2018 13:21
RPT2,3044,SPEE,TRAFFIC-SPEEDING,1/11/2018 13:21
RPT3,3044,*NO,*NO SEARCH,1/11/2018 13:21
RPT6,3044,CIT,CITATION,1/11/2018 13:21
RPT7,3044,TRAF,TRAFFIC,1/11/2018 13:21
RPT1,3045,VEH,VEHICLE,1/11/2018 13:22
RPT2,3045,SPEE,TRAFFIC-SPEEDING,1/11/2018 13:22
RPT3,3045,*NO,*NO SEARCH,1/11/2018 13:22
RPT6,3045,CIT,CITATION,1/11/2018 13:22
RPT7,3045,TRAF,TRAFFIC,1/11/2018 13:22
